Identifier,Edition Statement,Place of Publication,Date of Publication,Publisher,Title,Author,Contributors,Corporate Author,Corporate Contributors,Former owner,Engraver,Issuance type,Flickr URL,Shelfmarks
000547496,,London,1872,Tinsley Bros.,"Unexplored Syria. Visits to the Libanus, the Tulúl el Safā, the Anti-Libanus, the Northern Libanus, and the Aláh. By R. F. Burton and Charles F. Tyrwhitt Drake. [With contributions by Isabel Lady Burton and others.]: Works written in collaboration","Burton, Richard Francis - Sir","DRAKE, Charles Frederick Tyrwhitt.",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000547496,British Library HMNTS 10075.ee.16.
000548661,,London; Phillipson & Golder,[1872.],Griffith & Farran,"Buzz a Buzz; or, the Bees. Done freely into English, by the author of My Bee Book [i.e. W. C. Cotton] from the German","BUSCH, Wilhelm - Artist","C., W. C.|COTTON, William Charles.",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000548661,British Library HMNTS 11649.eee.20.|British Library HMNTS 11649.eee.19.
000550576,,London,1843,W. S. Orr & Co.,The Pictorial History of France and of the French People ... Enriched with ... designs by Jules David,"BUSSEY, George Moir - and GASPEY (Thomas)","DAVID, Jean Baptiste Jules.|Gaspey, Thomas",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000550576,British Library HMNTS 1442.k.4.
000550805,,México,1828,,Campañas del General D. Felix Maria Calleja comandante en gefe del ejercito real de operaciones llamado del centro,"BUSTAMANTE, Carlos María de.","CALLEJA DEL REY BRUDER LOSADA FLORES CAMPEÑO MONTERO DE ESPINOSA, Felix María - Count de Calderón",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000550805,British Library HMNTS 9771.c.23.
000550808,,Zacatecas,1896,,Diario Histórico de México ... Primera edición arreglada por Elías Amador. Tomo. I. 1822-1823,"BUSTAMANTE, Carlos María de.","AMADOR, Elías.",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000550808,British Library HMNTS 9772.p.5.
000550809,,Mexico,1842,,"El Gabinete Mexicano durante el segundo periodo de la administracion del Exmo. Señor Presidente D. Anastasio Bustamante, hasta la entrega del Mando al Exmo. Señor Presidente interino D. Antonio Lopez de Santa-Anna, y continuncion del cuadro historico de la Revolucion Mexicana. (Apéndice.-Análisis crítico de la Constitucion de 1836.)","BUSTAMANTE, Carlos María de.","BUSTAMANTE, Anastasio - President of the Republic of Mexico",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000550809,British Library HMNTS 9771.c.21.
000550828,,Buenos-Aires,1854,,"Ensayo historico de la defensa de Buenos Aires contra la rebellion del ex-coronel D. Hilario Lagos, apoyada y sostenida por el gobernador ... Justo José de Urquiza, etc","BUSTAMANTE, José Luis.","LAGOS, Hilario - Rebellion",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000550828,British Library HMNTS 9772.cc.4.
000551511,,London,1803,"Edinburgh; Keating, Brown & Keating","Travels through France & Italy, and part of Austrian, French, & Dutch Netherlands, during the years 1745 and 1746. [Edited by Charles Butler.]","BUTLER, Alban.","Butler, Charles",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000551511,British Library HMNTS 10105.dd.12.(2.)
000551667,[Another edition.] [With a portrait.],London,1800,Keating & Brown,[An Account of the Life and Writings of the Rev. Alban Butler: interspersed with observations on some subjects of sacred and profane literature mentioned in his writings. [By Charles Butler. With a portrait.]],"Butler, Charles","BUTLER, Alban.",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000551667,British Library HMNTS 10105.dd.12.(1.)|British Library HMNTS 4374.cc.25.(2.)
000552506,"Eleventh edition, corrected, etc.",London,1858,"Simpkin, Marshall & Co.","[The Geography of the Globe, containing a description of its several divisions of land and water, to which are added problems on the terrestrial and celestial globes, etc.]","BUTLER, John Olding.","ROWBOTHAM, John.",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000552506,British Library HMNTS 10003.c.7.
000552737,,"Frankfort, Ky",1837,A. G. Hodges,"An Appeal from the Misrepresentations of James Hall, respecting the history of Kentucky and the West ... To which is annexed, a chronology of the principal events ... in the history of the Western country of the United States, from the earliest Spanish and French explorations to 1806","BUTLER, Mann.","HALL, James - Judge of the Circuit Court of Illinois",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000552737,British Library HMNTS 9603.cc.17.
000553105,A new edition revised by the Rev. Thomas Butler.,London,1851,Longman & Co.,[A Sketch of Modern and Antient Geography ... Third edition.],"Butler, Samuel","BUTLER, Thomas - Rector of Langar",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000553105,British Library HMNTS 10002.e.22.
000553107,"A new edition, revised by the Rev. Thomas Butler.",London,1862,Longman & Co.,"[A Sketch of Modern Geography ... A new edition, revised by the Rev. Thomas Butler.]","Butler, Samuel","BUTLER, Thomas - Rector of Langar",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000553107,British Library HMNTS 10005.b.4.
000553248,,Edinburgh,1854,James Nichol,"The Poetical Works of Samuel Butler. With life, critical dissertation, and explanatory notes by the Rev. George Gilfillan: Works","BUTLER, Samuel - the Poet","Gilfillan, George",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000553248,British Library HMNTS 11603.f.5.|British Library HMNTS 11603.f.6.
000553265,,London,1759,J. & R. Tonson,"The Genuine Remains in Verse and Prose of Mr. Samuel Butler ... Published from the original manuscripts, formerly in the possession of W. Longueville, Esq. With notes by R. Thyer, etc: Smaller Collections","BUTLER, Samuel - the Poet","THYER, Robert.",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000553265,British Library HMNTS 991.l.10.|British Library HMNTS 79.c.20.; 79.c.21.|British Library HMNTS G.19017.; G.19018.
000553266,,London,1827,Joseph Booker,"The Genuine Poetical Remains of Samuel Butler. With notes by Robert Thyer ... With a selection from the author's Characters in prose. Illustrated with humorous wood-cuts, and portraits of Butler and Thyer. L.P: Smaller Collections","BUTLER, Samuel - the Poet","THYER, Robert.",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000553266,British Library HMNTS 11609.l.1.
000553361,[Another edition.] With notes by the Rev. Treadway Russell Nash ... A new edition.,London,1835,John Murray,"[Hudibras ... With a life of the author, annotations, etc.]: Single Works","BUTLER, Samuel - the Poet","NASH, Treadway Russell.",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000553361,British Library HMNTS 991.l.9.
000553383,,Königsberg,1798,,Butlers Hudibras. Frey übersetzt von Dietrich Wilhelm Soltau: Single Works,"BUTLER, Samuel - the Poet","SOLTAU, Dietrich Wilhelm.",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000553383,British Library HMNTS 11642.g.49.
000554538,,London,1876,Tinsley Bros.,"The Golden Butterfly. A novel. By the authors of 'Ready-money Mortiboy' [i.e. Sir Walter Besant and James Rice], etc",,"Besant, Walter - Sir|RICE, James - Novelist",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000554538,British Library HMNTS 12636.m.11.
000554705,,Manchester,"1827, 28",W. D. Varey,"A History and Description of the Towns and Parishes of Stockport, Ashton-under-Lyne, Mottram-long-den-dale, and Glossop, with some Memoirs of the late F. D. Astley, Esq. ... and extracts from his poems, etc","BUTTERWORTH, James - of Oldham","ASTLEY, Francis Dukinfield.",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000554705,British Library HMNTS 10360.c.25.
000555155,,Paris,1865,,Journal de la Régence-1715-1723 ... Publié pour la première fois ... précédé d'une introduction et accompagné de notes ... par Émile Campardon,"BUVAT, Jean.","CAMPARDON, Émile.",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000555155,British Library HMNTS 9220.ee.11.
000555389,,London,1895,Edward Stanford,"On Either Side of the Red Sea. With illustrations of the granite ranges of the Eastern Desert of Egypt, and of Sinai. By H. M. B. [i.e. Hannah Maud Buxton], C. E. B. [i.e. Clare Emily Buxton] and T. B. [i.e. Theresa Buxton.] With an introduction and footnotes by E. N. Buxton. [Edited by E. N. Buxton.]","BUXTON, Edward North.","BUXTON, Clare Emily.|BUXTON, Hannah Maud.|BUXTON, Theresa.",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000555389,British Library HMNTS 10076.ee.11.
000556293,,С.-Петербургъ,1898,,Записки старой смолянки Императорскаго В.О.Б.Д. В. П. Б-вой [i.e. Varvara Petrovna Buikova]. 1833-1878 г. Часть первая ... Примѣчанія и изданіе Свящ. К. Знскаго [i.e. K. Znamensky.] [With plates.],"B-VA, V. P.","BUIKOVA, Varvara Petrovna.|ZNAMENSKY, K.",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000556293,British Library HMNTS 10109.i.45.
000556393,,Dresden,1850,,Wildes Leben im Innern von Central-Amerika ... Aus dem Englischen von M. B. Lindau,"BYAM, George.","LINDAU, M. B.",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000556393,British Library HMNTS 010481.d.12.
000556782,,'s-Gravenhage,1863,,"Het Diplomatisch beleid van Hieronymus van Beverningk, gedurende de jaren 1672-1678. Academisch proefschrift, etc","BYLANDT, Frederik Willem Carel Pieter van - Count","BEVERNINGK, Hieronymus van.",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000556782,British Library HMNTS 9405.ee.37.
000556947,,London,[1897.],Roxburghe Press,"A Romance of the Fair, and other stories","BYNG, Hugh Edward Cranmer - and BYNG (Lancelot Alfred Cranmer)","BYNG, Lancelot Alfred Cranmer.",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000556947,British Library HMNTS 012625.ee.22.
000557204,,"Richmond, Va",1866,,"History of the Dividing Line and other tracts [viz. “A Journey to the Land of Eden,” “A Progress to the Mines,” “The Proceedings of the Commissioners appointed to lay out the Bounds of the Northern Neck,” “An Essay on Bulk Tobacco,” “Miscellaneous Papers”]. From the papers of W. Byrd. [The editor's introduction signed: T. H. W., i.e. Thomas H. Wynne.]","Byrd, William","W., T. H.",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000557204,British Library HMNTS 10410.bbb.3.|British Library HMNTS 10410.f.30.
000557645,,London,1826,John Murray,"Voyage of H.M.S. Blonde to the Sandwich Islands, in the years 1824-1825. Captain the Right Hon. Lord Byron Commander. [By Maria Graham. With plates, including a map.]","BYRON, George Anson - Baron Byron","GRAHAM, Maria - afterwards CALLCOTT (Maria) Lady",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000557645,British Library HMNTS 792.k.19.
000557665,,Paris,1825,Baudry,The Complete Works of Lord Byron. With a biographical and critical notice by J. W. Lake. [With a portrait.]: Works,"Byron, George Gordon Byron - Baron","LAKE, J. W. - Author of the Life of Byron",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000557665,British Library HMNTS 11611.ee.2-8.
000557686,,Paris,1842,A. & W. Galignani & Co.,"The Complete Works of Lord Byron, reprinted from the last London edition, containing besides the notes and illustrations by Moore, Walter Scott [and others] ... considerable additions and original notes, with a most complete index; to which is prefixed a life, by Henry Lytton Bulwer. [With a portrait and facsimiles.]: Works","Byron, George Gordon Byron - Baron","BULWER, William Henry Lytton Earle - Baron Dalling and Bulwer",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000557686,British Library HMNTS 11611.h.22.
000557687,,London,1845,John Murray,"The Poetical Works of Lord Byron. Complete in one volume. Collected and arranged, with illustrative notes by Thomas Moore, Lord Jeffrey, Sir Walter Scott ... &c. &c. With a portrait, etc: Works","Byron, George Gordon Byron - Baron","JEFFREY, Francis - Lord Jeffrey",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000557687,British Library HMNTS 11611.g.6.
000557691,,Edinburgh,[1850.],A. Fullarton & Co.,"The Works of Lord Byron: with a life and illustrative notes, by William Anderson. [With plates, including a portrait.]: Works","Byron, George Gordon Byron - Baron","ANDERSON, William - Miscellaneous Writer",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000557691,British Library HMNTS 11611.k.1.|British Library HMNTS 11611.k.2.
000557697,,London,1859,John Murray,"The Poetical Works of Lord Byron. Collected and arranged with notes by Sir Walter Scott, Lord Jeffrey [and others] ... New and complete edition. With portrait and illustrative engravings: Works","Byron, George Gordon Byron - Baron","GIFFORD, William - Editor of the Quarterly Review|HOBHOUSE, John Cam - Baron Broughton|JEFFREY, Francis - Lord Jeffrey|Lockhart, J. G. (John Gibson)|WILSON, John - Professor of Moral Philosophy in the University of Edinburgh",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000557697,British Library HMNTS 11601.k.9.
000557711,,New York,1869,D. Appleton & Co.,"The Poetical Works of Lord Byron. Complete in one volume. Collected and arranged, with illustrative notes by Thomas Moore, Lord Jeffrey [and others] ... With a portrait, etc: Works","Byron, George Gordon Byron - Baron","JEFFREY, Francis - Lord Jeffrey",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000557711,British Library HMNTS 11611.h.7.
000557712,,London,1870,"E. Moxon, Son & Co.","The Poetical Works of Lord Byron. Edited, with a critical memoir, by William Michael Rossetti. Illustrated by Ford Madox Brown: Works","Byron, George Gordon Byron - Baron","BROWN, Ford Madox.|ROSSETTI, William Michael.",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000557712,British Library HMNTS 11611.d.6.|British Library HMNTS 11611.cc.5.
000557721,,London,[1881.],,"[The Poetical Works of Lord Byron. Edited, with a critical memoir, by W. M. Rossetti. Illustrated by Thomas Seccombe [or rather, by Ford Madox Brown].]: Works","Byron, George Gordon Byron - Baron","ROSSETTI, William Michael.|SECCOMBE, Thomas Strong.",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000557721,British Library HMNTS 11609.h.18.
000557730,,London,1887,G. Routledge & Sons,The Complete Poetical Works of Lord Byron. With an introductory memoir by William B. Scott: Works,"Byron, George Gordon Byron - Baron|Byron, George Gordon Byron - Baron","Scott, William Bell|KOELBING, Eugen.",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000557730,British Library HMNTS 11611.e.27.
000557755,"Quatrième édition, entièrement revue et corrigée par A. P....t (A. Pichot); précédée d'une notice sur Lord Byron par M. Charles Nodier; ornée de vignettes. [With a portrait.]",Paris,"1823, 22-25",,"[Œuvres complètes de Lord Byron, traduites de l'anglais par MM. A.-P. et E.-D. S. [i.e. Amédée Pichot and Eusèbe de Salle]; troisième édition, entièrement revue et corrigée. (Essai sur le génie et le caractère de Lord Byron, par A. P .... t [i.e. A. Pichot]; précédé d'une notice préliminaire, par M. Charles Nodier. Extraits de la quatrième édition des Œuvres complètes de Lord Byron-six volumes in-8º, ornés de vignettes. [With an essay “Sur la mort de Lord Byron,” and a translation of his “Heaven and Earth.”]) [With a portrait.]]: Works. French","Byron, George Gordon Byron - Baron","PICHOT, Joseph Jean Marie Charles Amédée.",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000557755,British Library HMNTS 12271.k.11.
